DEA Number	SMILES	INCHI FULL	INCHI PARENT	URL	Name	theLychiKey	NARC	CSA SCH	Other Names	Source	UNII	SCHED	Notes
DEA-9312	CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4OC(=O)c1cccnc1)ccc5OC(=O)c1cccnc1	InChIKey=HNDXBGYRMHRUFN-CIVUWBIHSA-N	InChIKey=HNDXBGYRMHRUFN-CIVUWBIHSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Nicomorphine	X8J72QB3H-HCWTKNZTR7-H78XK7KLY9S-H7SFFNCM9H48	Y	I	Vilan	FDA-SRS	Y95FRL95FW	DEA SCHEDULE I	
DEA-9313	O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3)c45	InChIKey=ONBWJWYUHXVEJS-ZTYRTETDSA-N	InChIKey=ONBWJWYUHXVEJS-ZTYRTETDSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Normorphine	LQQLRPTN8-8BHWT3HKHU-8UKXSTU49PS-8USCBD6W6YPH	Y	I	NA	FDA-SRS	XUI1Y24IMI	DEA SCHEDULE I	
DEA-9314	CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4O)ccc5OCCN1CCOCC1	InChIKey=GPFAJKDEDBRFOS-FKQDBXSBSA-N	InChIKey=GPFAJKDEDBRFOS-FKQDBXSBSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Pholcodine	WUMKWBMS1-1PCSQU9QXG-1GZWTUG8C3S-1GSZDCHBSKY2	Y	I	Copholco, Adaphol, Codisol, Lantuss, Pholcolin	FDA-SRS	LPP64AWZ7L	DEA SCHEDULE I	
DEA-9315	COc1ccc2C[C@@H]3[C@@H]4CC=C(OC(C)=O)[C@@H]5Oc1c2[C@]45CCN3C	InChIKey=RRJQTGHQFYTZOW-ILWKUFEGSA-N	InChIKey=RRJQTGHQFYTZOW-ILWKUFEGSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Thebacon	7FM9QR6VV-VJSGJSJL5K-VK2LZ6XLTAU-VKUT89WQ648W	Y	I	Acetylhydrocodone, Acedicon, Thebacetyl	FDA-SRS	520D430GDK	DEA SCHEDULE I	
DEA-9319	CCC[C@@](C)(O)[C@H]1C[C@]23C=C[C@]1(OC)[C@@H]1Oc4c5c(C[C@H]2N(C)CC[C@@]315)ccc4OC(C)=O	InChIKey=LFYBMMHFJIAKFE-PMEKXCSPSA-N	InChIKey=LFYBMMHFJIAKFE-PMEKXCSPSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Acetorphine	PD3G8FHQZ-Z4UN77JW8U-ZU8RDCW942F-ZUFBKKXXMXKS	Y	I	NA	FDA-SRS	2OGQ81529L	DEA SCHEDULE I	
DEA-9335	COc1ccc2C[C@H]3N(C)CC[C@@]4(C[C@H](O)CC[C@@]34O)c2c1OC	InChIKey=LCAHPIFLPICNRW-SVYNMNNPSA-N	InChIKey=LCAHPIFLPICNRW-SVYNMNNPSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Drotebanol	8BY2B5WH6-63T9NSJXC7-67SVNL868YZ-67Z3LSHT89BA	Y	I	Metebanyl, oxymethebanol	FDA-SRS	7RS2Q8MCK8	DEA SCHEDULE I	
DEA-9601	CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	InChIKey=XBMIVRRWGCYBTQ-UHFFFAOYSA-N	InChIKey=XBMIVRRWGCYBTQ-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Acetylmethadol	G127FK8SH-HTLN3QRDAC-HCZ4ZWYL4RW-HCWUB3M5KV3K	Y	I	Methadyl acetate	FDA-SRS	L59OC40KWJ	DEA SCHEDULE I	
DEA-9604	CC[C@H]1CN(C)CC[C@]1(OC(=O)CC)c1ccccc1	InChIKey=ODEGQXRCQDVXSJ-WMLDXEAASA-N	InChIKey=ODEGQXRCQDVXSJ-WMLDXEAASA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Alphameprodine	CAPYM3SDX-XRDM2QG7R8-X8T9MBCM3U6-X867SMYH4ANN	Y	I	NA	FDA-SRS	1177I648L1	DEA SCHEDULE I	
DEA-9605	CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1	InChIKey=QIRAYNIFEOXSPW-YLJYHZDGSA-N	InChIKey=QIRAYNIFEOXSPW-YLJYHZDGSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Alphamethadol	9U91N53F5-5KQ8W4MUWU-5U5PKAG3M5Q-5UQT9N7SZNNH	Y	I	NA	FDA-SRS	XBD99QNI42	DEA SCHEDULE I	
DEA-9606	CCOC(=O)C1(CCN(CCOCc2ccccc2)CC1)c1ccccc1	InChIKey=UVTBZAWTRVBTMK-UHFFFAOYSA-N	InChIKey=UVTBZAWTRVBTMK-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Benzethidine	KHUBHDNZN-NY8JQPYM8J-NJ14KVA8PPS-NJS7BH82THQF	Y	I	NA	FDA-SRS	X0I74BAR02	DEA SCHEDULE I	
DEA-9607	CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1	InChIKey=XBMIVRRWGCYBTQ-GCJKJVERSA-N	InChIKey=XBMIVRRWGCYBTQ-GCJKJVERSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Betacetylmethadol	G127FK8SH-HTLN3QRDAC-HCZ4ZWYL4RW-HCWYJCFZUTG7	Y	I	NA	FDA-SRS	905GLN509G	DEA SCHEDULE I	
DEA-9608	CC[C@@H]1CN(C)CC[C@]1(OC(=O)CC)c1ccccc1	InChIKey=ODEGQXRCQDVXSJ-RHSMWYFYSA-N	InChIKey=ODEGQXRCQDVXSJ-RHSMWYFYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Betameprodine	CAPYM3SDX-XRDM2QG7R8-X8T9MBCM3U6-X86VYC63VVZ5	Y	I	NA	FDA-SRS	4XS533X38C	DEA SCHEDULE I	
DEA-9609	CC[C@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1	InChIKey=QIRAYNIFEOXSPW-XLIONFOSSA-N	InChIKey=QIRAYNIFEOXSPW-XLIONFOSSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Betamethadol	9U91N53F5-5KQ8W4MUWU-5U5PKAG3M5Q-5UQ1RN72X3K5	Y	I	NA	FDA-SRS	57ANR1Z628	DEA SCHEDULE I	
DEA-9611	CCC(=O)O[C@@]1(CCN(C)C[C@H]1C)c1ccccc1	InChIKey=UVAZQQHAVMNMHE-CZUORRHYSA-N	InChIKey=UVAZQQHAVMNMHE-CZUORRHYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Betaprodine	F6W4GL54L-LFSQ5Q8MSU-LUCVDKYRGH1-LU1Y7J9G287K	Y	I	NA	FDA-SRS	21J54X4Z4Z	DEA SCHEDULE I	
DEA-9612	CCN(CC)CCn1c(Cc2ccc(Cl)cc2)nc2cc(ccc12)N(=O)=O	InChIKey=GPZLDQAEBHTMPG-UHFFFAOYSA-N	InChIKey=GPZLDQAEBHTMPG-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Clonitazene	1U8Z2TGHW-WZSZVQ7D95-W5ZHBH3NB56-W56H6Y63ZPWL	Y	I	NA	FDA-SRS	S90R21A2V2	DEA SCHEDULE I	
DEA-9613	C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1	InChIKey=INUNXTSAACVKJS-OAQYLSRUSA-N	InChIKey=INUNXTSAACVKJS-OAQYLSRUSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Dextromoramide	3U26VS6NF-FZZST8D9J4-F4VGRGXW7HV-F4VQNZVM7KUX	Y	I	Palfium, Jetrium, Narcolo	FDA-SRS	9S4S6CIY83	DEA SCHEDULE I	
DEA-9615	CCC(=O)N(CC(C)N(C)CCc1ccccc1)c1ccccc1	InChIKey=RXTHKWVSXOIHJS-UHFFFAOYSA-N	InChIKey=RXTHKWVSXOIHJS-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Diampromide	Z22CVAV3U-URDPG8RPD1-U1R5VZ6GTAL-U1LCMDR8WVXU	Y	I	NA	FDA-SRS	26G7YC77BU	DEA SCHEDULE I	
DEA-9616	CCN(CC)C(C)C=C(c1cccs1)c1cccs1	InChIKey=CBYWMRHUUVRIAF-UHFFFAOYSA-N	InChIKey=CBYWMRHUUVRIAF-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Diethylthiambutene	XLZRM9YYX-XJXXYUR5VU-XU99JHMMRJD-XUDYM86W8ZVB	Y	I	NA	FDA-SRS	2Z91X9052O	DEA SCHEDULE I	
DEA-9617	CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1	InChIKey=RHUWRJWFHUKVED-UHFFFAOYSA-N	InChIKey=RHUWRJWFHUKVED-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Dimenoxadol	UZ91HJGSS-S524JPDRBP-SPLYS1U85F2-SP2ZZXVDLXVJ	Y	I	NA	FDA-SRS	4D65PBX0VK	DEA SCHEDULE I	
DEA-9618	CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	InChIKey=QIRAYNIFEOXSPW-UHFFFAOYSA-N	InChIKey=QIRAYNIFEOXSPW-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Dimepheptanol	9U91N53F5-5KQ8W4MUWU-5U5PKAG3M5Q-5UQUBUR9VGVB	Y	I	NA	FDA-SRS	NNB4I01PA7	DEA SCHEDULE I	
DEA-9619	CC(C=C(c1cccs1)c1cccs1)N(C)C	InChIKey=CANBGVXYBPOLRR-UHFFFAOYSA-N	InChIKey=CANBGVXYBPOLRR-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Dimethylthiambutene	1QJDXYPLS-SRHRFBG2PP-SPYNBYJ8A92-SP2SZZYL7819	Y	I	NA	FDA-SRS	915D88LM9O	DEA SCHEDULE I	
DEA-9621	CCOC(=O)C(CCN1CCOCC1)(c1ccccc1)c1ccccc1	InChIKey=LQGIXNQCOXNCRP-UHFFFAOYSA-N	InChIKey=LQGIXNQCOXNCRP-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Dioxaphetyl butyrate	WGB35TPJG-GUCUX2HPT8-G82ZWMAAFJ2-G82VUFDDL25T	Y	I	NA	FDA-SRS	G751H98FY4	DEA SCHEDULE I	
DEA-9622	CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1	InChIKey=SVDHSZFEQYXRDC-UHFFFAOYSA-N	InChIKey=SVDHSZFEQYXRDC-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Dipipanone	646BB1K22-294V7FCMD7-272AVKPNBT6-2765JY4B34QU	Y	I	Dipipan, phenylpiperone HCl, Diconal, Wellconal	FDA-SRS	X188638Y2V	DEA SCHEDULE I	
DEA-9623	CCN(C)C(C)C=C(c1cccs1)c1cccs1	InChIKey=MORSAEFGQPDBKM-UHFFFAOYSA-N	InChIKey=MORSAEFGQPDBKM-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Ethylmethylthiambutene	HWDZJ6Z9Z-Z5BNPQZBWR-ZRJ4T1XGCQQ-ZRQPXHDUTZ11	Y	I	NA	FDA-SRS	722BFZ899Q	DEA SCHEDULE I	
DEA-9624	CCOc1ccc(Cc2nc3cc(ccc3n2CCN(CC)CC)N(=O)=O)cc1	InChIKey=PXDBZSCGSQSKST-UHFFFAOYSA-N	InChIKey=PXDBZSCGSQSKST-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Etonitazene	71L9WUJ2K-K1685WZXQ1-K1DUFKK5P2Z-K1ZNS457BAWW	Y	I	NA	FDA-SRS	9U3GT3353T	DEA SCHEDULE I	
DEA-9625	CCOC(=O)C1(CCN(CCOCCO)CC1)c1ccccc1	InChIKey=KJTKYGFGPQSRRA-UHFFFAOYSA-N	InChIKey=KJTKYGFGPQSRRA-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Etoxeridine	8B2B5HLLV-VY6VJ1P2P2-V297D4GR79H-V2HTRG8PFQ6F	Y	I	NA	FDA-SRS	RHW35E1G7E	DEA SCHEDULE I	
DEA-9626	CCOC(=O)C1(CCN(CCOCC2CCCO2)CC1)c1ccccc1	InChIKey=NNCOZXNZFLUYGG-UHFFFAOYSA-N	InChIKey=NNCOZXNZFLUYGG-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Furethidine	ZKWRTMMMR-RLCB9FVM1T-RTGB9JF6F77-RT77JHUVDS3U	Y	I	NA	FDA-SRS	6U9XA4JOD4	DEA SCHEDULE I	
DEA-9627	CCOC(=O)C1(CCN(C)CC1)c1cccc(O)c1	InChIKey=WTJBNMUWRKPFRS-UHFFFAOYSA-N	InChIKey=WTJBNMUWRKPFRS-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Hydroxypethidine	QZNFS3DTK-KSWZ289UBD-KD917V91WZX-KDXCVTQAM8UU	Y	I	NA	FDA-SRS	W1J43H2B3K	DEA SCHEDULE I	
DEA-9628	CCC(=O)C1(CCN(C)CC1)c1cccc(O)c1	InChIKey=ALFGKMXHOUSVAD-UHFFFAOYSA-N	InChIKey=ALFGKMXHOUSVAD-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Ketobemidone	GWTR3LDZZ-ZZV2F829XJ-ZJQPUU8A8WG-ZJGS71ADU9MD	Y	I	Cliradon	FDA-SRS	PQS1L514CF	DEA SCHEDULE I	
DEA-9629	C[C@@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1	InChIKey=INUNXTSAACVKJS-NRFANRHFSA-N	InChIKey=INUNXTSAACVKJS-NRFANRHFSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Levomoramide	3U26VS6NF-FZZST8D9J4-F4VGRGXW7HV-F4VJHQA5WSHC	Y	I	NA	FDA-SRS	7M86YFN15D	DEA SCHEDULE I	
DEA-9631	Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC(=O)c3ccccc3)c2c1	InChIKey=RCYBMSQOSGJZLO-BGWNEDDSSA-N	InChIKey=RCYBMSQOSGJZLO-BGWNEDDSSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Levophenacylmorphan	9R4Z3513M-MY9UZ4J662-M2NKAM6K6NM-M2MUKCT2G24D	Y	I	NA	FDA-SRS	7Q24AL2BR2	DEA SCHEDULE I	
DEA-9632	CCOC(=O)C1(CCN(CCN2CCOCC2)CC1)c1ccccc1	InChIKey=JDEDMCKQPKGSAX-UHFFFAOYSA-N	InChIKey=JDEDMCKQPKGSAX-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Morpheridine	TQJYFJ8NH-HYUJJZ2RRW-HW7C27BHLKR-HWRZMT6LPVTK	Y	I	NA	FDA-SRS	1854GKB41Y	DEA SCHEDULE I	
DEA-9633	CCC(OC(C)=O)C(CC(C)NC)(c1ccccc1)c1ccccc1	InChIKey=VWCUGCYZZGRKEE-UHFFFAOYSA-N	InChIKey=VWCUGCYZZGRKEE-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Noracymethadol	599QBB3GX-XAA4Z38TYY-XYZAC84G8B5-XY5B6Z97BS3Y	Y	I	NA	FDA-SRS	KU5U13XY7J	DEA SCHEDULE I	
DEA-9634	Oc1ccc2C[C@H]3NCC[C@@]4(CCCC[C@@H]34)c2c1	InChIKey=IYNWSQDZXMGGGI-NUEKZKHPSA-N	InChIKey=IYNWSQDZXMGGGI-NUEKZKHPSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Norlevorphanol	137C7KWDM-MCK89Q6CMT-MTJ48FATUQU-MTUXSK9M1DU6	Y	I	NA	FDA-SRS	IL94262N7K	DEA SCHEDULE I	
DEA-9635	CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1	InChIKey=WCJFBSYALHQBSK-UHFFFAOYSA-N	InChIKey=WCJFBSYALHQBSK-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Normethadone	WF51DPUC9-9H4NKSQDC9-99UX59RK4JU-99U3DMH3DW6G	Y	I	Phenyldimazone	FDA-SRS	KR2L2A68XL	DEA SCHEDULE I	
DEA-9636	CCC(=O)C(CCN1CCCCC1)(c1ccccc1)c1ccccc1	InChIKey=WCDSHELZWCOTMI-UHFFFAOYSA-N	InChIKey=WCDSHELZWCOTMI-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Norpipanone	NFL5ZKP2A-A63RRT3CM2-A2K5AXX1H1A-A2AMTCX7VVKV	Y	I	NA	FDA-SRS	127X8DJ74M	DEA SCHEDULE I	
DEA-9637	CCC(=O)C(CC(C)N1CCOCC1)(c1ccccc1)c1ccccc1	InChIKey=LOXCOAXRHYDLOW-UHFFFAOYSA-N	InChIKey=LOXCOAXRHYDLOW-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Phenadoxone	646BB1K22-29KHJLXGA3-23MK8X2RZ32-2323PQVY2BH2	Y	I	NA	FDA-SRS	375W3TA42N	DEA SCHEDULE I	
DEA-9638	CCC(=O)N(C(C)CN1CCCCC1)c1ccccc1	InChIKey=DHTRHEVNFFZCNU-UHFFFAOYSA-N	InChIKey=DHTRHEVNFFZCNU-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Phenampromide	1LLFYYPCV-VMRV7MRWX8-V8FCHYUJ52A-V8A4XLSQQX5B	Y	I	NA	FDA-SRS	0600L2M6EZ	DEA SCHEDULE I	
DEA-9641	CCOC(=O)C1(CCN(CCC(O)c2ccccc2)CC1)c1ccccc1	InChIKey=IPOPQVVNCFQFRK-UHFFFAOYSA-N	InChIKey=IPOPQVVNCFQFRK-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Phenoperidine	FHM8GWT24-442MDW8X5T-4TW6AMPF5PC-4TC3FDA9Z66K	Y	I	Operidine, Lealgin	FDA-SRS	G9BH09J4JW	DEA SCHEDULE I	
DEA-9642	NC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1)N1CCCCC1	InChIKey=IHEHEFLXQFOQJO-UHFFFAOYSA-N	InChIKey=IHEHEFLXQFOQJO-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Piritramide	H2HPB24JH-HUBHFTVTF5-H543VCZH8JR-H5RYN47LCXDX	Y	I	Piridolan	FDA-SRS	4RP92LYZ2F	DEA SCHEDULE I	
DEA-9643	CCC(=O)OC1(CCCN(C)CC1C)c1ccccc1	InChIKey=ZXWAUWBYASJEOE-UHFFFAOYSA-N	InChIKey=ZXWAUWBYASJEOE-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Proheptazine	1N1UPSVXW-W1S1M2UPTQ-WQZCVPCBU5Z-WQZSQCJZGUX6	Y	I	NA	FDA-SRS	S23189WW7E	DEA SCHEDULE I	
DEA-9644	CC(C)OC(=O)C1(CCN(C)CC1)c1ccccc1	InChIKey=XJKQCILVUHXVIQ-UHFFFAOYSA-N	InChIKey=XJKQCILVUHXVIQ-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Properidine	KZH53BM57-7ZCGZA955J-7JVMVMSN4WC-7JCHFVR85HSU	Y	I	NA	FDA-SRS	R1493W1CJ0	DEA SCHEDULE I	
DEA-9645	CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1	InChIKey=INUNXTSAACVKJS-UHFFFAOYSA-N	InChIKey=INUNXTSAACVKJS-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Racemoramide	3U26VS6NF-FZZST8D9J4-F4VGRGXW7HV-F4VAAM6WF9QJ	Y	I	NA	FDA-SRS	L3J8QT828G	DEA SCHEDULE I	
DEA-9646	CCC(=O)O[C@]1(C[C@H](C)N(C)C[C@H]1C)c1ccccc1	InChIKey=UVITTYOJFDLOGI-KEYYUXOJSA-N	InChIKey=UVITTYOJFDLOGI-KEYYUXOJSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Trimeperidine	Q4KT6SXC9-9Y4M6X5PK1-91RSA78K37Z-91Z2FZHAMRDY	Y	I	Promedolum	FDA-SRS	1M2IB31DTS	DEA SCHEDULE I	
DEA-9647	Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CCc3ccccc3)c2c1	InChIKey=CFBQYWXPZVQQTN-QPTUXGOLSA-N	InChIKey=CFBQYWXPZVQQTN-QPTUXGOLSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Phenomorphan	BXXHBY8TD-D67ZDKCDMW-DWWJDKJ9CYL-DWLSHB4W7DCD	Y	I	NA	FDA-SRS	26HXE4B73P	DEA SCHEDULE I	
DEA-9649	CCC(=O)N(C(C)CN1CCCCC1)c1ccccn1	InChIKey=ZBAFFZBKCMWUHM-UHFFFAOYSA-N	InChIKey=ZBAFFZBKCMWUHM-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Propiram	1LLFYYPCV-V3C2DHCDKN-VN6CHKF3K44-VN4UDLPRXC8C	Y	I	Algeril	FDA-SRS	WT6247U6PX	DEA SCHEDULE I	
DEA-9661	CCC(=O)OC1(CCN(C)CC1)c1ccccc1	InChIKey=BCQMRZRAWHNSBF-UHFFFAOYSA-N	InChIKey=BCQMRZRAWHNSBF-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	1-Methyl-4-phenyl-4-propionoxypiperidine	FZG4CCBFG-G3G5W69ZTW-GWDM56FT98P-GWPHF7KNBH23	Y	I	MPPP, synthetic heroin	FDA-SRS	07SGC963IR	DEA SCHEDULE I	
DEA-9750	CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)c1ccccc1	InChIKey=WDEFBBTXULIOBB-WBVHZDCISA-N	InChIKey=WDEFBBTXULIOBB-WBVHZDCISA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Tilidine	HJUW95CPD-DRJ8W2N1V1-D1A6UQ2VYY2-D1245UDLX3VU	Y	I	Tilidate, Valoron, Kitadol, Lak, Tilsa	FDA-SRS	GY33N31E9Y	DEA SCHEDULE I	
DEA-9835	CCC(=O)N(C1CCN(CCc2cccs2)CC1)c1ccccc1	InChIKey=YMRFZDHYDKZXPA-UHFFFAOYSA-N	InChIKey=YMRFZDHYDKZXPA-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Thiofentanyl	BPPPYBNPP-P3Q4C2DB6M-PMMUGJG3BYW-PMWFDCKXD8WL	Y	I	Chine white, fentanyl	FDA-SRS	954535Y32Y	DEA SCHEDULE I	
DEA-1100	CC(N)Cc1ccccc1	InChIKey=KWTSXDURSIMDCE-UHFFFAOYSA-N	InChIKey=KWTSXDURSIMDCE-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Amphetamine	UXYMC765H-HP4A2XN1UC-HCH4P3YZARA-HCAJ4FW3L8M5	N	II	Dexedrine, Adderall, Obetrol	FDA-SRS	CK833KGX7E	DEA SCHEDULE II	
DEA-1105	CN[C@@H](C)Cc1ccccc1	InChIKey=MYWUZJCMWCOHBA-VIFPVBQESA-N	InChIKey=MYWUZJCMWCOHBA-VIFPVBQESA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Methamphetamine	BS9M9V4UM-MXAYMT8JRY-MYVCXV5CUSD-MYD86PBPJS3F	N	II	Desoxyn, D-desoxyephedrine, ICE, Crank, Speed	FDA-SRS	44RAL3456C	DEA SCHEDULE II	
DEA-1205	C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN	InChIKey=VOBHXZCDAVEXEY-JSGCOSHPSA-N	InChIKey=VOBHXZCDAVEXEY-JSGCOSHPSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Lisdexamfetamine	CMN9JUNKD-DNSX1YX5K5-D5JJCDSR3L9-D59LKVNCMD2M	N	II	Vyvanse	FDA-SRS	H645GUL8KJ	DEA SCHEDULE II	
DEA-1631	CC1NCCOC1c1ccccc1	InChIKey=OOBHFESNSZDWIU-UHFFFAOYSA-N	InChIKey=OOBHFESNSZDWIU-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Phenmetrazine	BKB8F4RKU-USM1WMQ8BV-UV7C324BDM2-UV2RYT3BUS1N	N	II	Preludin	FDA-SRS	XA501VL3VR	DEA SCHEDULE II	
DEA-1724	COC(=O)[C@H]([C@@H]1CCCCN1)c1ccccc1	InChIKey=DUGOZIWVEXMGBE-STQMWFEESA-N	InChIKey=DUGOZIWVEXMGBE-STQMWFEESA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Methylphenidate	PUGN18F8A-ALQCSN32SA-AAC92A8JTJJ-AAJGMFBS142L	N	II	Concerta, Ritalin, Methylin	FDA-SRS	207ZZ9QZ49	DEA SCHEDULE II	
DEA-2125	CCC1(CCC(C)C)C(=O)NC(=O)NC1=O	InChIKey=VIROVYVQCGLCII-UHFFFAOYSA-N	InChIKey=VIROVYVQCGLCII-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Amobarbital	A62DXVKLP-PFM5WNM15M-PM3THPRLJW1-PM14S3P813H2	N	II	Amytal, Tuinal	FDA-SRS	GWH6IJ239E	DEA SCHEDULE II	
